Electricity demand Colombia 2013 [MW],Electricity demand Colombia 2015 [MW],Electricity demand Colombia 2014 [MW],Electricity demand Colombia 2016 [MW],Electricity demand Colombia 2012 [MW],Daily natural water inflows time series 2010 [GW],Daily natural water inflows time series 2009 [GW],Daily natural water inflows time series 2014 [GW],Daily natural water inflows time series 2012 [GW],Daily natural water inflows time series 2016 [GW],Daily natural water inflows time series 2007 [GW],Table 1, Installed capacity in Colombia 2006-2016,Daily natural water inflows time series 2011 [GW],Daily natural water inflows time series 2006 [GW],Daily natural water inflows time series 2015 [GW],Hourly average hydropower generation ENSO-NINO [MW],Hourly hydropower generation 2014 [MW],Daily natural water inflows time series 2013 [GW],Daily natural water inflows time series 2008 [GW],Hourly average hydropower generation ENSO-NINA [MW],3, Wind_generation_Colombia2014 - Installed cap, 19,5 MW,6, Wind_generation_ENSO-NINO,5, Solar_generation_ENSO- NINA,2, Estimated Wind generation - Installed cap, 658 MW,1, Estimated Solar PV generation - Installed cap, 520 MW,4, Solar_generation_ENSO-NINO,7, Wind_generation_ENSO-NINA,ExportsTotal 2012 MW,ExportsTotal 2016 MW,ImportsTotal 2015 MW,ExportsTotal 2014 MW,ImportsTotal 2013 MW,ExportsTotal 2013 MW,ImportsTotal 2012 MW,ImportsTotal 2016 MW,ExportsTotal 2015 MW,ImportsTotal 2014 MW
6662.0,8968.44,8527.63041,8495.54,7880.0,,,,,,,,,,,,6199.851,6271.2166,,,5776.65603,9.05959,,,,291.85,,190.71,,72.25,,,228.84,,,223.94,,262.41,,69.84,2.39,0.0,80.55,0.0,327.19,0.0,0.0,41.64,0.0
6752.0,8786.81,8319.22126,8299.81,7625.0,,,,,,,,,,,,6012.487,5987.19536,,,5598.786705,10.6917,,,,400.77,,208.33,,84.2,,,266.75,,,271.23,,341.38,,68.71,1.2,0.0,81.13,0.0,352.43,0.0,55.98,28.11,0.0
6698.0,8858.86,8317.17739,8365.21,7552.0,,,,,,,,,,,,5991.241,5846.66369,,,5600.724445,12.33131,,,,445.08,,219.8,,89.99,,,264.82,,,277.86,,367.63,,66.81,2.25,0.0,81.42,0.0,359.42,0.0,7.86,33.95,0.0
6543.0,9060.96,8416.22249,8595.08,7687.0,,,,,,,,,,,,6139.281,5941.49122,,,5612.75732,12.90498,,,,464.18,,208.15,,109.15,,,252.43,,,262.01,,388.54,,68.85,2.52,0.0,79.18,0.0,343.71,0.0,0.0,91.36,0.0
6398.0,9007.98,8368.4438,8588.2,7715.0,,,,,,,,,,,,6105.391,5920.72062,,,5558.73324,13.07024,,,,465.43,,184.88,,145.35,,,213.19,,,229.1,,417.48,,70.03,1.75,0.0,80.58,0.0,290.1,0.0,0.0,103.47,0.0
6364.0,8729.33,8321.04773,8434.07,7648.0,,,,,,,,,,,,5998.317,5876.22538,,,5458.202285,12.06624,,,,474.5,,107.07,,101.23,,,168.38,,,172.82,,370.85,,67.52,3.95,0.0,73.61,0.0,287.59,0.0,86.12,10.81,0.0
6486.0,8566.47,8163.34128,8190.83,7626.0,,,,,,,,,,,,6000.672,5728.50419,,,5505.169415,10.85289,,,,458.07,,69.41,,91.03,,,95.4,,,74.39,,375.71,,68.54,3.19,0.0,61.82,0.0,290.61,0.0,146.03,2.08,0.0
7647.0,9336.35,8971.64551,8909.71,8766.0,,,,,,,,,,,,6829.005,6590.45,,,6485.60901,11.54102,,,,405.09,,28.73,,101.02,,,27.51,,,21.11,,207.29,,155.3,8.1,0.0,192.29,0.0,419.76,0.0,0.0,78.41,0.0
8042.0,9584.72,9293.31691,9221.02,8871.0,,,,,,,,,,,,7075.398,6893.87699,,,6808.2783,9.66047,,,,381.71,,0.0,,143.57,,,0.0,,,0.01,,159.21,,148.25,10.78,0.0,231.53,0.0,425.04,0.0,0.0,98.24,0.0
7835.0,9314.93,8938.71315,8938.3,8597.0,,,,,,,,,,,,6811.919,6526.16489,,,6472.233495,7.15498,,,,291.92,,0.0,,190.37,,,0.0,,,0.0,,167.9,,156.41,2.89,0.0,205.3,0.0,422.73,0.0,0.0,98.79,0.0
7335.0,8716.7,8219.11179,8378.37,7841.0,,,,,,,,,,,,6128.377,5808.45256,,,5849.868855,5.9639,,,,292.39,,0.0,,236.5,,,0.0,,,0.0,,137.12,,189.68,4.28,0.0,63.51,0.0,369.46,0.0,0.0,9.66,0.0
6634.0,7893.59,7288.54484,7584.09,6902.0,,,,,,,,,,,,5249.27,4869.44567,,,5132.7826,6.66778,,,,309.66,,0.0,,208.62,,,0.0,,,0.0,,148.69,,111.18,1.51,0.0,2.81,0.0,297.87,0.68,182.19,1.16,0.0
5898.0,7134.56,6528.62877,6914.36,6174.0,,,,,,,,,,,,4428.802,4129.53748,,,4510.966015,6.40922,,,,306.86,,0.0,,191.01,,,0.0,,,0.0,,132.55,,11.28,0.22,0.0,1.7,0.99,193.44,0.0,50.02,1.69,0.0
5470.0,6618.62,6078.47941,6393.95,5655.0,,,,,,,,,,,,3887.236,3664.87869,,,4098.557105,5.45617,,,,278.86,,0.0,,188.16,,,0.0,,,0.0,,112.85,,2.94,0.12,0.35,1.54,0.66,97.24,0.0,5.71,2.63,0.0
5296.0,6367.69,5847.7371,6058.36,5408.0,,,,,,,,,,,,3606.631,3425.73407,,,3865.86376,5.69876,,,,298.23,,0.0,,153.37,,,0.0,,,0.0,,97.37,,0.67,0.15,0.03,1.58,0.42,93.87,0.32,0.0,0.57,0.0
5181.0,6249.98,5716.50229,5746.74,5253.0,,,,,,,,,,,,3474.54,3250.0596,,,3749.66785,5.35512,,,,258.14,,0.0,,123.17,,,0.0,,,0.0,,87.46,,0.0,0.15,1.22,0.6,0.66,91.6,0.13,0.0,1.73,0.0
5158.0,6209.31,5674.52971,5698.99,5233.0,,,,,,,,,,,,3475.811,3208.05694,,,3849.433525,4.69165,,,,259.66,,0.0,,96.26,,,0.0,,,0.0,,122.65,,0.15,0.15,0.0,1.88,0.0,90.18,0.0,0.15,2.51,0.0
5429.0,6444.95,5902.01305,5993.0,5331.0,,,,,,,,,,,,3737.996,3440.11409,,,4043.632005,4.45021,,,,274.37,,0.0,,82.9,,,0.0,,,0.0,,137.9,,2.23,0.15,0.0,0.59,0.11,93.31,0.0,0.0,2.53,0.0
6232.0,6903.45,6535.23292,6660.56,5528.0,,,,,,,,,,,,4342.319,4046.73806,,,4451.80347,3.84391,,,,245.69,,0.0,,72.4,,,0.0,,,0.0,,103.95,,0.62,0.15,0.0,2.66,0.0,199.32,0.0,0.0,5.15,0.0
6507.0,7154.46,6774.17216,6897.34,5702.0,,,,,,,,,,,,4572.341,4280.79101,,,4494.33266,5.46403,,,,239.21,,0.0,,64.88,,,0.0,,,0.0,,147.65,,0.0,0.12,1.74,0.59,0.86,259.48,0.0,0.0,1.4,0.0
6958.0,7578.23,7182.62758,7327.66,6189.0,,,,,,,,,,,,4905.819,4692.61369,,,4819.675045,6.52322,,,,227.7,,3.96,,36.84,,,2.48,,,3.78,,233.38,,2.86,2.95,0.0,2.22,0.0,299.35,0.0,0.0,2.09,0.0
7649.0,8119.18,7673.15526,7840.47,6691.0,,,,,,,,,,,,5308.224,5178.2495,,,5186.710895,7.65034,,,,225.91,,40.09,,16.17,,,33.92,,,40.21,,203.43,,0.76,3.34,0.0,2.32,0.0,494.6,0.0,0.0,36.01,0.0
7984.0,8427.36,7978.786,8144.64,6995.0,,,,,,,,,,,,5600.147,5529.17119,,,5513.194815,6.1287,,,,221.66,,103.8,,6.54,,,89.31,,,117.32,,254.81,,2.5,1.45,0.0,73.58,0.0,496.21,0.0,0.0,51.62,0.0
8257.0,8800.29,8394.19669,8498.69,7259.0,,,,,,,,,,,,5932.61,5967.6951,,,5828.67011,8.01491,,,,263.81,,179.09,,8.71,,,149.41,,,189.8,,269.8,,0.0,2.87,0.0,81.23,0.0,497.16,0.0,0.0,49.92,0.0
8449.0,8957.05,8587.03547,8672.06,7419.0,,,,,,,,,,,,6093.895,6128.59323,,,6051.579365,9.29283,,,,401.41,,231.04,,16.59,,,201.43,,,241.53,,368.91,,26.94,3.09,0.0,82.44,0.0,489.3,0.0,0.0,7.47,0.0
8221.0,8769.09,8317.58793,8426.91,7355.0,,,,,,,,,,,,5936.255,5808.47333,,,5892.53648,11.22606,,,,395.85,,241.0,,28.8,,,247.81,,,263.88,,436.24,,70.46,1.96,0.0,81.58,0.0,465.9,0.0,0.0,0.7,0.0
8190.0,8865.76,8365.55828,8423.18,7143.0,,,,,,,,,,,,5924.697,5870.81691,,,5780.54068,14.26144,,,,401.51,,187.19,,46.74,,,253.64,,,272.72,,486.13,,68.14,1.15,0.0,81.6,0.0,460.98,0.0,0.0,2.26,0.0
8359.0,9067.93,8514.87414,8649.47,6957.0,,,,,,,,,,,,6094.846,6016.02758,,,5798.77572,14.03491,,,,429.93,,226.8,,73.61,,,249.2,,,259.28,,476.44,,68.7,5.41,0.0,81.38,0.0,480.1,0.0,0.0,7.78,0.0
8410.0,8998.49,8501.16739,8693.16,6876.0,,,,,,,,,,,,6077.316,5963.47709,,,5727.197515,12.74021,,,,419.23,,200.61,,109.1,,,208.5,,,221.53,,481.87,,66.65,2.01,0.0,81.17,0.0,500.13,0.0,0.0,10.41,0.0
8378.0,8744.91,8378.16396,8592.22,6765.0,,,,,,,,,,,,5979.387,5836.69117,,,5608.300175,12.66912,,,,431.14,,137.24,,108.67,,,153.58,,,138.67,,478.63,,66.6,1.42,0.0,81.01,0.0,501.17,0.0,106.43,0.3,0.0
8268.0,8606.12,8294.1907,8451.1,6827.0,,,,,,,,,,,,5897.778,5719.49245,,,5634.576625,12.11023,,,,417.41,,95.42,,143.88,,,93.64,,,91.88,,442.09,,71.77,31.54,0.0,80.8,0.0,502.2,0.0,85.45,0.33,0.0
8882.0,9235.52,9128.07751,9047.41,8241.0,,,,,,,,,,,,6644.319,6497.65465,,,6716.24332,9.76674,,,,404.75,,27.36,,195.89,,,20.22,,,27.47,,390.93,,198.17,5.73,0.0,200.25,0.0,401.83,0.0,0.0,19.71,0.0
9127.0,9474.22,9334.43677,9232.56,8413.0,,,,,,,,,,,,6905.47,6718.58988,,,7079.827185,9.35364,,,,372.6,,0.0,,194.14,,,0.0,,,0.01,,304.44,,167.46,2.36,0.0,230.63,0.0,369.27,0.0,0.0,61.2,0.0
8801.0,9116.34,9018.63879,9026.84,8060.0,,,,,,,,,,,,6498.824,6281.46489,,,6663.22466,8.3259,,,,344.05,,0.0,,194.65,,,0.0,,,0.0,,301.11,,83.77,1.91,0.0,231.43,0.0,422.15,0.0,36.8,23.76,0.0
8199.0,8604.38,8298.96717,8512.18,7321.0,,,,,,,,,,,,5922.065,5446.88725,,,6055.255915,6.87288,,,,291.78,,0.0,,195.83,,,0.0,,,0.0,,278.37,,73.6,3.51,0.0,94.29,0.0,487.45,0.0,167.93,1.72,0.0
7314.0,7804.45,7353.48399,7647.86,6630.0,,,,,,,,,,,,5070.896,4487.20669,,,5279.911205,5.95814,,,,249.97,,0.0,,164.26,,,0.0,,,0.0,,268.84,,62.04,0.09,0.0,1.02,0.0,461.11,0.0,96.12,2.43,0.0
6391.0,7096.06,6625.38296,6846.08,5999.0,,,,,,,,,,,,4254.383,3828.99756,,,4740.114555,5.58791,,,,226.15,,0.0,,134.29,,,0.0,,,0.0,,219.69,,1.12,0.12,0.0,1.12,0.39,277.37,0.0,196.24,0.98,0.0
5756.0,6559.02,6175.81462,6566.0,5482.0,,,,,,,,,,,,3897.208,3523.26206,,,4388.894115,5.12938,,,,225.47,,0.0,,106.99,,,0.0,,,0.0,,228.15,,1.06,0.12,0.0,1.14,0.0,122.06,0.35,58.82,0.57,0.0
5535.0,6171.5,5935.0992,6410.23,5205.0,,,,,,,,,,,,3654.435,3249.46187,,,4232.448835,3.85705,,,,231.28,,0.0,,130.0,,,0.0,,,0.0,,186.59,,0.42,0.12,0.0,0.49,0.18,94.91,0.58,39.1,0.64,0.0
5417.0,5996.74,5769.20779,6259.92,5046.0,,,,,,,,,,,,3543.337,3021.69917,,,4135.54669,5.38985,,,,244.47,,0.0,,164.22,,,0.0,,,0.0,,131.62,,0.0,0.76,0.0,0.0,0.0,91.12,0.0,19.73,0.54,0.1
5379.0,5999.92,5707.92028,6206.83,4963.0,,,,,,,,,,,,3521.612,3025.12908,,,4105.23745,4.08468,,,,166.09,,0.0,,212.42,,,0.0,,,0.0,,135.07,,0.2,1.23,1.11,0.56,0.0,90.65,0.0,0.0,0.48,0.0
5702.0,6172.02,6029.2215,6436.74,4930.0,,,,,,,,,,,,3790.314,3344.4357,,,4322.982235,4.38326,,,,154.21,,0.0,,187.22,,,0.0,,,0.0,,167.92,,4.4,2.18,1.35,0.1,0.0,111.83,0.0,0.0,0.45,0.0
6484.0,6803.77,6607.16274,6815.21,4938.0,,,,,,,,,,,,4448.299,3891.10866,,,4686.801775,4.52943,,,,174.59,,0.0,,165.52,,,0.0,,,0.0,,142.83,,0.34,0.12,0.0,1.79,0.0,212.36,0.0,88.57,0.54,0.0
6698.0,7114.68,6810.16974,6862.72,4858.0,,,,,,,,,,,,4706.342,4085.69281,,,4861.49288,5.00306,,,,179.72,,0.0,,147.69,,,0.0,,,0.0,,207.85,,0.0,0.09,1.82,0.32,0.27,246.01,0.0,3.95,0.48,0.0
7070.0,7638.49,7095.12098,7293.23,5131.0,,,,,,,,,,,,5153.382,4408.72157,,,5119.657785,5.41464,,,,165.28,,3.82,,97.94,,,3.06,,,3.91,,264.31,,1.63,0.06,0.0,1.96,0.0,275.02,0.0,94.68,0.39,0.0
7663.0,8197.43,7567.3293,7940.66,5500.0,,,,,,,,,,,,5612.491,4914.42163,,,5515.033015,4.63434,,,,128.8,,40.73,,54.67,,,30.17,,,40.1,,294.6,,2.13,0.06,0.0,4.82,0.0,395.29,0.0,79.73,3.8,0.0
8014.0,8481.19,7929.58727,8230.39,5825.0,,,,,,,,,,,,5818.035,5167.44229,,,5715.923175,3.68614,,,,166.76,,95.28,,24.56,,,83.72,,,117.63,,303.73,,2.63,3.78,0.0,65.45,0.0,494.73,1.83,0.0,1.76,0.0
8288.0,8806.78,8293.23574,8518.35,6021.0,,,,,,,,,,,,6039.803,5499.21429,,,5980.840385,7.97213,,,,247.68,,178.59,,49.29,,,136.54,,,189.35,,307.79,,1.33,3.0,0.0,80.7,0.0,497.6,0.0,0.0,2.42,0.0
8398.0,9040.49,8500.02212,8670.16,6228.0,,,,,,,,,,,,6215.997,5671.6261,,,6119.81485,10.37848,,,,326.44,,161.67,,87.25,,,155.42,,,234.78,,370.36,,1.7,2.58,0.0,82.38,0.0,452.63,0.0,0.0,28.52,0.0
8146.0,8877.25,8253.16681,8439.79,6321.0,,,,,,,,,,,,5997.006,5340.2121,,,5913.119755,12.53901,,,,390.78,,192.85,,134.45,,,199.63,,,270.06,,400.42,,29.77,2.21,0.0,81.49,0.0,456.96,0.0,0.0,7.67,0.0
8097.0,8986.09,8112.67806,8442.9,6243.0,,,,,,,,,,,,5957.354,5183.41606,,,5754.368615,11.15621,,,,427.33,,187.4,,141.83,,,222.42,,,277.3,,429.47,,66.28,2.01,0.0,82.06,0.0,463.26,0.0,0.0,89.13,0.0
8198.0,9072.3,8239.03825,8555.45,6118.0,,,,,,,,,,,,6045.673,5247.78086,,,5706.448285,8.40523,,,,461.11,,199.81,,160.29,,,234.84,,,262.43,,491.43,,65.43,1.88,0.0,79.34,0.0,463.64,0.0,0.0,58.94,0.0
8197.0,9014.84,8271.74262,8559.27,6017.0,,,,,,,,,,,,5999.2,5241.68566,,,5652.740245,10.07268,,,,463.74,,170.32,,191.86,,,199.37,,,219.69,,498.02,,66.75,2.67,0.0,80.31,0.0,463.71,0.0,0.0,51.71,0.0
8218.0,8762.73,8180.12508,8438.07,5945.0,,,,,,,,,,,,5836.121,5146.65479,,,5599.271675,14.19422,,,,444.81,,166.18,,189.93,,,133.25,,,159.35,,492.51,,65.36,2.28,0.0,82.4,0.0,489.62,0.0,0.0,10.81,0.0
8294.0,8580.31,8028.88187,8255.12,6082.0,,,,,,,,,,,,5716.113,4964.19022,,,5737.97887,13.50299,,,,380.66,,94.5,,191.25,,,58.15,,,93.62,,445.62,,68.65,0.3,0.0,79.81,0.0,540.67,0.0,0.0,3.0,0.0
8948.0,9301.79,8847.19414,8832.26,7489.0,,,,,,,,,,,,6501.005,5744.72201,,,6865.226215,12.02704,,,,341.65,,27.45,,196.08,,,19.63,,,26.3,,349.5,,80.51,4.68,0.0,182.06,0.0,452.53,0.0,0.0,8.33,0.0
9070.0,9611.83,9208.98598,8956.97,7776.0,,,,,,,,,,,,6785.19,6092.07365,,,7232.49912,7.50881,,,,312.53,,0.0,,183.53,,,0.0,,,0.0,,317.12,,81.35,1.53,0.0,229.17,0.0,444.93,0.0,0.0,51.8,0.0
8790.0,9243.67,8832.45839,8662.73,7619.0,,,,,,,,,,,,6510.749,5802.11223,,,6828.11118,8.27629,,,,323.77,,0.0,,183.49,,,0.0,,,0.0,,278.91,,78.82,2.73,0.0,211.51,0.0,485.57,0.0,78.08,11.81,0.0
8175.0,8711.66,8059.95107,8198.39,7010.0,,,,,,,,,,,,5904.911,5146.77942,,,6171.46774,9.11234,,,,334.37,,0.0,,196.26,,,0.0,,,0.0,,256.93,,74.38,0.09,0.0,27.52,0.0,536.87,0.0,150.57,1.67,0.0
7345.0,7946.65,7206.85774,7464.52,6289.0,,,,,,,,,,,,5105.009,4223.69091,,,5354.32689,8.46175,,,,326.5,,0.0,,166.96,,,0.0,,,0.0,,278.6,,64.57,2.15,0.0,0.73,0.0,515.56,0.0,101.2,3.85,0.0
6328.0,7191.93,6496.90392,6865.26,5664.0,,,,,,,,,,,,4327.641,3503.96922,,,4677.611645,7.58058,,,,290.84,,0.0,,139.14,,,0.0,,,0.0,,247.03,,1.69,0.09,0.0,1.0,0.0,255.54,0.0,54.17,3.3,0.0
5712.0,6702.08,6070.19947,6267.4,5261.0,,,,,,,,,,,,3875.143,3147.5165,,,4344.11524,6.45337,,,,287.09,,0.0,,113.27,,,0.0,,,0.0,,251.66,,0.0,0.12,0.0,0.0,0.0,112.09,0.0,222.46,2.16,0.26
5525.0,6413.96,5875.10231,6052.97,5082.0,,,,,,,,,,,,3697.533,2939.1142,,,4115.642495,4.44129,,,,294.11,,0.0,,125.33,,,0.0,,,0.0,,255.71,,0.0,0.12,0.52,0.0,0.49,88.99,0.0,343.19,2.9,0.52
5423.0,6253.77,5771.91039,6000.35,4979.0,,,,,,,,,,,,3591.982,2743.80583,,,3936.28551,2.66989,,,,300.45,,0.0,,138.44,,,0.0,,,0.0,,221.77,,0.0,0.09,0.3,0.0,0.0,87.32,1.17,337.26,3.3,0.14
5393.0,6201.76,5758.18761,5958.87,4952.0,,,,,,,,,,,,3586.714,2729.83074,,,3834.115515,2.36055,,,,286.92,,0.0,,152.34,,,0.0,,,0.0,,229.61,,0.57,0.09,0.76,0.58,0.64,86.31,0.0,315.27,0.57,0.0
5698.0,6432.92,5994.99905,6028.28,5231.0,,,,,,,,,,,,3700.338,3058.54061,,,3937.277765,2.22351,,,,286.62,,0.0,,94.91,,,0.0,,,0.0,,276.92,,2.02,0.12,0.51,0.28,0.0,89.44,0.0,303.19,1.43,0.0
6459.0,6962.04,6618.51702,6117.65,5953.0,,,,,,,,,,,,3995.541,3733.3042,,,4241.75864,2.96973,,,,286.58,,0.0,,53.36,,,0.0,,,0.0,,285.51,,2.36,0.09,0.0,1.8,0.0,151.79,0.0,218.44,4.81,0.0
6662.0,7175.79,6844.61886,6278.35,6174.0,,,,,,,,,,,,4190.669,4072.23064,,,4335.555895,4.89677,,,,245.01,,0.0,,38.29,,,0.0,,,0.0,,268.85,,0.38,0.03,2.72,0.0,0.63,185.33,0.0,24.49,3.04,0.32
7103.0,7668.79,7208.46025,6807.12,6504.0,,,,,,,,,,,,4662.115,4414.27028,,,4629.040545,4.98515,,,,261.55,,3.24,,34.79,,,2.06,,,4.09,,290.17,,0.77,2.61,0.0,0.59,0.0,240.52,0.0,0.96,2.94,0.0
7761.0,8155.39,7626.87583,7345.69,6999.0,,,,,,,,,,,,5114.38,4777.11361,,,4954.103115,4.00006,,,,303.69,,39.5,,42.68,,,30.9,,,38.82,,298.92,,1.27,2.72,0.0,3.72,0.0,412.23,0.0,25.37,2.91,0.0
8121.0,8445.27,7976.20733,7706.43,7298.0,,,,,,,,,,,,5439.68,5117.23713,,,5180.28259,3.12248,,,,340.88,,113.68,,59.03,,,100.29,,,114.69,,308.58,,1.21,2.95,0.0,73.91,0.0,474.22,0.0,44.88,4.44,0.0
8395.0,8866.1,8319.08738,7967.44,7611.0,,,,,,,,,,,,5777.684,5459.72554,,,5372.774315,3.25639,,,,346.68,,173.22,,80.5,,,138.57,,,187.82,,358.42,,0.2,2.84,0.0,80.46,0.0,473.61,0.0,27.48,97.03,0.0
8600.0,9072.26,8542.66841,8114.5,7823.0,,,,,,,,,,,,5890.952,5689.07429,,,5493.148935,5.79939,,,,427.3,,202.43,,108.31,,,203.91,,,238.67,,409.86,,52.85,2.06,0.0,80.31,0.0,458.26,0.0,28.47,106.54,0.0
8332.0,8813.46,8314.78515,8043.25,7611.0,,,,,,,,,,,,5661.608,5472.47541,,,5334.70064,6.60419,,,,434.79,,232.87,,140.75,,,218.08,,,245.5,,461.77,,71.88,1.81,0.0,80.52,0.0,474.47,0.0,28.87,58.95,0.0
8357.0,8822.16,8307.04872,7833.57,7555.0,,,,,,,,,,,,5559.83,5458.86909,,,5225.37115,8.09093,,,,440.79,,242.12,,169.46,,,226.97,,,248.32,,468.85,,74.85,1.74,0.0,80.16,0.0,482.32,0.0,29.84,51.82,0.0
8565.0,9017.4,8481.75215,7666.39,7671.0,,,,,,,,,,,,5515.1,5748.43844,,,5029.35417,13.25655,,,,475.38,,224.32,,207.61,,,227.99,,,194.22,,473.05,,73.4,0.82,0.0,82.25,0.0,483.45,0.0,28.84,120.36,0.0
8586.0,9052.38,8507.99864,7573.37,7665.0,,,,,,,,,,,,5493.596,5753.67677,,,4987.74845,15.08812,,,,462.83,,203.87,,253.23,,,186.74,,,194.54,,473.9,,72.22,0.94,0.0,79.85,0.0,488.24,0.0,31.59,121.88,0.0
8485.0,8835.22,8383.90033,7438.26,7601.0,,,,,,,,,,,,5349.704,5622.99939,,,4910.00292,14.45959,,,,452.91,,113.87,,216.36,,,151.23,,,169.3,,465.87,,70.95,0.15,0.0,82.21,0.0,495.86,0.0,28.71,64.72,0.0
8489.0,8608.53,8362.7782,7413.09,7577.0,,,,,,,,,,,,5255.702,5594.86967,,,4970.463545,13.11954,,,,413.02,,74.45,,182.73,,,89.81,,,94.63,,421.34,,73.51,0.06,0.0,78.06,0.0,542.79,0.0,170.16,1.05,0.0
9145.0,9301.56,9177.20474,8297.86,8786.0,,,,,,,,,,,,6116.121,6290.84606,,,6066.70604,10.44504,,,,360.79,,22.81,,151.9,,,25.96,,,26.32,,388.1,,100.68,0.06,0.0,207.48,0.0,452.58,0.0,15.8,58.4,0.0
9358.0,9618.52,9314.81799,8572.47,8909.0,,,,,,,,,,,,6451.297,6412.89307,,,6513.43433,9.2587,,,,304.6,,0.0,,146.12,,,0.0,,,0.02,,350.8,,93.8,2.93,0.0,204.02,0.0,437.0,0.0,0.0,161.2,0.0
9088.0,9251.46,8813.21544,8296.33,8574.0,,,,,,,,,,,,6062.963,5905.8348,,,6240.62172,7.27829,,,,311.99,,0.0,,146.0,,,0.0,,,0.0,,266.01,,80.81,0.06,0.0,199.69,0.0,466.0,0.0,95.68,84.14,0.0
8458.0,8723.62,8220.37362,7780.01,7702.0,,,,,,,,,,,,5513.631,5304.22994,,,5673.015425,5.16838,,,,309.16,,0.0,,149.77,,,0.0,,,0.0,,257.03,,73.41,0.06,0.0,97.97,0.0,460.07,0.0,192.94,25.34,0.0
7532.0,8019.89,7324.94013,7004.32,6805.0,,,,,,,,,,,,4789.537,4390.98766,,,4999.06867,5.21651,,,,314.52,,0.0,,169.1,,,0.0,,,0.0,,262.55,,66.25,0.06,0.42,6.27,0.91,354.21,0.0,250.67,10.21,0.0
6527.0,7305.08,6564.90899,6441.04,6010.0,,,,,,,,,,,,4146.838,3681.90016,,,4463.193825,5.50519,,,,283.14,,0.0,,193.59,,,0.0,,,0.0,,247.41,,9.16,0.03,0.0,0.11,2.27,179.31,0.89,260.36,3.11,0.0
5912.0,6790.34,6136.79335,6013.93,5480.0,,,,,,,,,,,,3882.712,3452.99928,,,4113.289275,3.59323,,,,290.03,,0.0,,223.28,,,0.0,,,0.0,,213.18,,0.0,0.06,0.0,0.0,1.63,96.41,0.0,76.19,3.79,0.64
5725.0,6535.85,5930.41101,5701.98,5269.0,,,,,,,,,,,,3589.182,3238.50945,,,3932.50339,4.22438,,,,303.79,,0.0,,168.57,,,0.0,,,0.0,,233.6,,0.02,0.06,1.59,0.56,0.0,86.99,0.21,6.28,1.74,0.0
5596.0,6367.8,5778.04948,5426.55,5166.0,,,,,,,,,,,,3455.986,3063.06807,,,3828.01761,4.65223,,,,308.86,,0.0,,116.51,,,0.0,,,0.0,,256.92,,0.57,0.06,0.19,0.0,0.0,85.74,0.0,0.0,2.14,0.55
5589.0,6244.82,5741.43814,5308.42,5154.0,,,,,,,,,,,,3407.463,3021.63091,,,3835.69736,5.42129,,,,294.11,,0.0,,73.64,,,0.0,,,0.0,,262.43,,0.54,0.09,0.0,0.27,0.0,85.15,0.65,0.0,2.11,0.0
5853.0,6324.47,6034.06453,5303.24,5405.0,,,,,,,,,,,,3425.086,3327.88826,,,4045.73031,4.64953,,,,286.48,,0.0,,52.81,,,0.0,,,0.0,,285.09,,1.34,0.06,0.0,0.7,0.0,88.53,0.0,0.0,0.64,0.0
6488.0,6417.64,6603.88777,5226.12,6161.0,,,,,,,,,,,,3463.089,3904.69942,,,4676.230365,3.30888,,,,286.11,,0.0,,39.6,,,0.0,,,0.0,,270.28,,1.79,0.06,0.0,1.14,0.0,100.12,0.0,0.0,2.39,0.0
6693.0,6631.49,6762.75442,5226.68,6354.0,,,,,,,,,,,,3499.216,4066.25202,,,4836.10048,2.88617,,,,283.65,,0.0,,36.24,,,0.0,,,0.0,,275.56,,0.0,0.03,0.86,0.0,0.0,105.15,0.0,0.0,2.24,0.5
7073.0,7197.15,7125.07648,5634.18,6642.0,,,,,,,,,,,,3874.16,4440.05318,,,5131.637555,3.91257,,,,317.7,,1.69,,38.91,,,2.85,,,2.6,,316.44,,1.8,0.06,0.0,2.81,6.28,116.43,0.0,0.0,2.16,0.0
7660.0,7704.32,7615.78319,5953.21,7101.0,,,,,,,,,,,,4321.101,4932.40324,,,5508.902925,3.65348,,,,315.5,,24.69,,42.79,,,32.12,,,33.45,,324.81,,1.82,0.03,0.0,1.02,0.0,251.77,0.0,0.0,1.29,0.0
7975.0,8102.05,7915.69575,6240.18,7367.0,,,,,,,,,,,,4679.699,5368.75417,,,5677.723565,2.65003,,,,305.99,,91.53,,48.11,,,91.19,,,73.71,,281.64,,1.12,0.03,0.0,46.75,0.0,341.3,0.0,0.0,1.7,0.0
8283.0,8441.46,8245.87532,6455.73,7643.0,,,,,,,,,,,,4915.241,5749.01458,,,5959.71175,5.13767,,,,366.62,,135.46,,26.02,,,153.04,,,119.83,,300.3,,11.67,0.44,0.0,50.99,0.0,400.29,0.0,0.0,1.57,0.0
8464.0,8622.42,8451.47214,6619.81,7840.0,,,,,,,,,,,,5062.853,5948.43274,,,6177.13852,8.35751,,,,415.79,,187.17,,24.77,,,186.93,,,184.61,,388.67,,84.33,1.64,0.0,51.22,0.0,405.42,0.0,0.0,0.86,0.0
