Electricity demand Colombia 2013 [MW],Electricity demand Colombia 2015 [MW],Electricity demand Colombia 2014 [MW],Electricity demand Colombia 2016 [MW],Electricity demand Colombia 2012 [MW],Daily natural water inflows time series 2010 [GW],Daily natural water inflows time series 2009 [GW],Daily natural water inflows time series 2014 [GW],Daily natural water inflows time series 2012 [GW],Daily natural water inflows time series 2016 [GW],Daily natural water inflows time series 2007 [GW],Table 1, Installed capacity in Colombia 2006-2016,Daily natural water inflows time series 2011 [GW],Daily natural water inflows time series 2006 [GW],Daily natural water inflows time series 2015 [GW],Hourly average hydropower generation ENSO-NINO [MW],Hourly hydropower generation 2014 [MW],Daily natural water inflows time series 2013 [GW],Daily natural water inflows time series 2008 [GW],Hourly average hydropower generation ENSO-NINA [MW],3, Wind_generation_Colombia2014 - Installed cap, 19,5 MW,6, Wind_generation_ENSO-NINO,5, Solar_generation_ENSO- NINA,2, Estimated Wind generation - Installed cap, 658 MW,1, Estimated Solar PV generation - Installed cap, 520 MW,4, Solar_generation_ENSO-NINO,7, Wind_generation_ENSO-NINA,ExportsTotal 2012 MW,ExportsTotal 2016 MW,ImportsTotal 2015 MW,ExportsTotal 2014 MW,ImportsTotal 2013 MW,ExportsTotal 2013 MW,ImportsTotal 2012 MW,ImportsTotal 2016 MW,ExportsTotal 2015 MW,ImportsTotal 2014 MW
6261.0,8345.04,8296.9276,6376.8,7684.0,,,,,,,,,,,,3101.008,6036.86256,,,6179.586075,13.71883,,,,337.44,,212.01,,375.11,,,206.23,,,204.45,,336.71,,8.39,0.09,0.0,61.08,0.0,157.42,0.0,229.64,22.14,0.0
6478.0,8549.48,8557.69782,6597.08,7897.0,,,,,,,,,,,,3318.947,6167.83071,,,6319.42287,14.09692,,,,329.3,,242.89,,371.44,,,265.89,,,258.03,,381.5,,136.67,0.06,0.0,59.26,0.0,159.72,0.0,234.5,89.85,0.0
6507.0,8412.01,8330.53836,6688.31,7657.0,,,,,,,,,,,,3426.679,5991.97926,,,6075.521905,15.03876,,,,359.91,,297.28,,367.58,,,293.74,,,285.18,,419.7,,175.09,0.06,0.0,59.86,0.0,159.51,0.0,296.05,88.66,0.0
6349.0,8264.46,8331.16186,6636.25,7651.0,,,,,,,,,,,,3370.526,6053.93209,,,6009.451625,13.39154,,,,347.22,,305.71,,426.18,,,301.59,,,259.01,,484.36,,176.62,0.06,0.0,59.81,0.0,160.16,0.0,303.31,80.43,0.0
6227.0,8078.29,8494.00541,6506.59,7837.0,,,,,,,,,,,,3194.138,6192.05526,,,6069.424835,14.58877,,,,392.64,,295.06,,474.27,,,296.15,,,270.81,,500.07,,219.43,0.06,0.0,60.78,0.0,204.4,0.0,297.74,60.02,0.0
6081.0,7953.38,8491.29841,6397.59,7839.0,,,,,,,,,,,,3070.382,6078.04256,,,6030.500785,13.91452,,,,442.14,,256.75,,507.69,,,262.47,,,187.96,,520.24,,213.37,0.09,0.0,59.85,0.0,176.16,0.0,297.55,59.13,0.0
5961.0,7718.28,8322.14734,6290.57,7736.0,,,,,,,,,,,,2965.148,5902.9378,,,6001.102865,14.57867,,,,403.61,,204.24,,543.84,,,206.66,,,200.63,,493.73,,184.02,0.12,0.0,59.73,0.0,160.66,0.0,296.35,10.21,0.0
6004.0,7747.17,8107.1421,6420.77,7696.0,,,,,,,,,,,,3033.439,5692.5059,,,5963.620325,11.71192,,,,389.6,,100.42,,576.07,,,116.44,,,129.75,,416.18,,139.91,0.12,0.0,59.56,0.0,161.55,0.0,303.47,42.78,0.0
7176.0,8696.27,8815.18881,7431.1,8882.0,,,,,,,,,,,,4098.766,6365.03477,,,6669.550685,4.71264,,,,386.47,,39.3,,602.97,,,50.42,,,48.58,,346.52,,160.98,0.12,0.0,82.02,0.0,276.11,0.0,200.49,189.64,0.0
7562.0,9004.44,9161.59901,7907.52,9024.0,,,,,,,,,,,,4682.225,6721.30481,,,6939.829655,2.67275,,,,364.7,,0.0,,612.13,,,0.0,,,0.0,,344.14,,172.73,0.09,0.0,99.54,0.0,295.13,0.0,173.75,241.01,0.0
7303.0,8735.62,8798.56418,7733.71,8689.0,,,,,,,,,,,,4507.379,6426.78595,,,6570.19733,5.18451,,,,318.3,,0.0,,609.17,,,0.0,,,0.0,,311.07,,170.62,0.12,0.0,86.94,0.0,295.29,0.0,0.0,232.09,0.0
6888.0,8162.15,8187.77801,7349.23,7775.0,,,,,,,,,,,,4108.907,5877.91533,,,6066.22472,8.05098,,,,303.02,,0.0,,594.95,,,0.0,,,0.0,,321.93,,167.44,0.15,0.0,4.85,0.0,187.61,0.0,92.21,147.05,0.0
6398.0,7373.45,7421.75345,6812.42,6861.0,,,,,,,,,,,,3506.883,5143.25077,,,5254.91602,8.26767,,,,277.68,,0.0,,558.4,,,0.0,,,0.0,,326.19,,145.41,0.18,0.0,0.21,0.0,130.29,0.0,3.43,12.15,1.84
5838.0,6793.71,6754.5567,6248.61,6016.0,,,,,,,,,,,,2917.752,4605.97901,,,4589.248725,6.8926,,,,292.96,,0.0,,513.77,,,0.0,,,0.0,,303.86,,2.42,0.15,0.0,0.18,0.0,116.95,0.0,234.43,2.51,2.93
5344.0,6376.07,6278.70643,5946.77,5556.0,,,,,,,,,,,,2512.329,4204.22933,,,4300.183675,8.19689,,,,260.47,,0.0,,462.05,,,0.0,,,0.0,,263.84,,1.8,0.24,0.0,0.18,0.0,110.11,0.0,354.62,2.48,0.85
5136.0,6085.78,5979.17307,5720.03,5350.0,,,,,,,,,,,,2356.797,3941.51783,,,4111.51197,9.41879,,,,284.22,,0.0,,456.14,,,0.0,,,0.0,,247.67,,0.0,0.21,29.72,0.18,0.0,106.02,0.35,354.18,0.95,0.36
4990.0,5864.09,5824.12043,5549.63,5233.0,,,,,,,,,,,,2291.563,3802.49398,,,3989.123975,9.29506,,,,265.12,,0.0,,450.22,,,0.0,,,0.0,,245.44,,0.0,0.18,114.3,0.18,0.0,103.93,0.35,353.58,0.29,1.86
4898.0,5780.86,5750.79411,5519.67,5233.0,,,,,,,,,,,,2298.536,3725.43168,,,3982.55937,7.57847,,,,216.6,,0.0,,442.91,,,0.0,,,0.0,,214.57,,0.0,0.18,144.15,0.18,0.0,101.58,0.63,356.72,0.4,1.29
4859.0,5743.39,5863.31364,5745.56,5493.0,,,,,,,,,,,,2483.554,3837.05895,,,4280.120825,6.60963,,,,207.73,,0.0,,405.47,,,0.0,,,0.0,,228.25,,0.0,0.21,149.82,0.18,0.0,100.49,0.0,356.94,0.29,0.3
4881.0,5711.54,6042.79535,6339.61,6261.0,,,,,,,,,,,,2926.511,4022.4829,,,5083.33108,5.0691,,,,198.88,,0.0,,365.49,,,0.0,,,0.0,,180.51,,0.0,0.18,149.84,0.24,0.0,127.36,0.0,345.95,0.25,1.46
4871.0,5646.72,6190.53965,6442.19,6505.0,,,,,,,,,,,,3042.023,4156.71032,,,5295.14854,3.36424,,,,229.12,,0.0,,323.7,,,0.0,,,0.0,,120.46,,1.41,0.18,152.19,0.18,0.97,252.2,1.82,335.09,0.22,2.18
5210.0,5945.64,6724.78206,6894.87,6711.0,,,,,,,,,,,,3479.276,4635.53996,,,5435.373465,6.26962,,,,235.8,,0.0,,283.48,,,0.06,,,0.02,,159.04,,0.45,0.12,81.99,2.36,0.0,290.97,0.0,355.79,0.22,0.0
5582.0,6357.91,7378.6749,7560.98,7150.0,,,,,,,,,,,,4104.167,5235.00167,,,5670.51192,10.0708,,,,152.86,,14.34,,241.97,,,45.4,,,44.36,,232.48,,0.97,0.12,0.94,54.87,0.0,332.68,0.0,209.53,0.35,0.0
5838.0,6620.85,7779.96131,7898.04,7398.0,,,,,,,,,,,,4389.699,5619.62796,,,5889.45717,9.71545,,,,148.57,,105.35,,205.43,,,121.54,,,128.92,,264.4,,1.14,0.09,0.0,60.58,0.0,392.88,0.0,93.4,0.96,0.0
5892.0,6786.65,8107.92142,8285.08,7794.0,,,,,,,,,,,,4728.974,5929.82464,,,6114.537715,9.89241,,,,238.47,,160.85,,244.97,,,190.03,,,209.83,,309.95,,79.64,0.06,0.0,59.94,0.0,396.67,0.0,0.0,2.05,0.0
6080.0,6939.05,8215.66531,8481.2,7972.0,,,,,,,,,,,,4945.472,6032.80747,,,6167.737345,10.80742,,,,327.89,,242.12,,286.21,,,258.99,,,263.2,,379.68,,141.97,0.06,0.0,60.71,0.0,396.62,0.0,0.0,1.05,0.0
6136.0,6954.11,8176.54199,8349.9,7740.0,,,,,,,,,,,,4812.515,5978.20805,,,6050.559,12.52312,,,,367.94,,287.79,,327.59,,,291.81,,,299.83,,471.1,,203.34,0.06,0.0,60.0,0.0,393.37,0.0,0.0,2.82,0.0
6055.0,6926.62,7950.52195,8377.44,7724.0,,,,,,,,,,,,4801.884,5771.97757,,,6013.00527,12.68686,,,,374.93,,298.48,,366.77,,,300.38,,,308.79,,502.98,,214.68,0.06,0.0,60.1,0.0,391.71,0.14,0.0,1.87,0.0
5876.0,6737.27,7755.70684,8554.95,7842.0,,,,,,,,,,,,4924.952,5616.48777,,,6013.995635,14.60465,,,,417.91,,226.53,,398.11,,,288.29,,,269.23,,525.13,,234.75,0.06,0.0,60.67,0.0,347.11,0.0,13.52,0.1,0.0
5704.0,6563.76,7650.42115,8525.61,7805.0,,,,,,,,,,,,4929.829,5494.42891,,,5994.544225,15.34995,,,,394.29,,244.27,,421.12,,,259.06,,,210.14,,522.23,,206.08,0.06,0.0,60.6,0.0,293.23,0.0,32.59,1.37,0.0
5630.0,6503.74,7475.97976,8445.33,7722.0,,,,,,,,,,,,4778.155,5285.11061,,,5998.09605,15.22803,,,,355.32,,178.54,,468.99,,,209.18,,,207.91,,487.61,,142.86,0.09,0.0,31.87,0.0,296.21,0.0,61.05,1.02,0.0
5740.0,6674.52,7445.84819,8242.49,7630.0,,,,,,,,,,,,4589.435,5227.08366,,,5989.66173,14.31634,,,,317.02,,96.62,,523.35,,,134.17,,,126.61,,395.17,,141.82,0.15,0.0,60.54,0.0,248.39,0.0,59.29,11.37,0.0
6667.0,7784.2,8311.45216,8843.0,8876.0,,,,,,,,,,,,5333.588,6045.4555,,,6810.31853,13.45614,,,,304.0,,36.32,,567.32,,,50.85,,,44.48,,352.21,,161.54,0.15,0.0,81.35,0.0,188.21,0.0,38.77,220.27,0.0
7011.0,8161.76,8670.65208,9092.54,9014.0,,,,,,,,,,,,5639.717,6354.43814,,,7038.281735,11.23794,,,,315.44,,0.0,,561.71,,,0.0,,,0.0,,319.19,,171.51,6.26,0.0,80.12,0.0,127.14,0.0,0.0,240.5,0.0
6786.0,7933.0,8363.42034,8747.62,8758.0,,,,,,,,,,,,5319.337,6070.6473,,,6660.07471,11.60796,,,,297.65,,0.0,,549.17,,,0.0,,,0.0,,274.79,,170.78,0.12,0.0,79.82,0.0,112.07,0.0,0.0,216.22,0.0
6523.0,7525.28,7801.11892,8236.92,7893.0,,,,,,,,,,,,4753.064,5569.02824,,,6072.58854,11.25002,,,,242.89,,0.0,,530.56,,,0.0,,,0.0,,228.15,,164.5,0.15,0.0,14.12,0.0,107.56,0.0,42.34,119.79,0.0
6120.0,6901.19,7135.44696,7548.13,6950.0,,,,,,,,,,,,3970.077,4907.57569,,,5325.922795,9.49897,,,,207.35,,0.0,,510.4,,,0.0,,,0.0,,203.35,,152.28,0.18,0.0,0.18,0.0,99.72,0.94,137.05,21.03,1.16
5622.0,6327.27,6579.71149,6856.0,6119.0,,,,,,,,,,,,3195.287,4348.13537,,,4664.461925,9.55369,,,,228.82,,0.0,,489.39,,,0.0,,,0.0,,204.12,,21.6,0.18,0.0,0.56,0.0,93.64,0.0,184.22,0.62,0.0
5204.0,5949.85,6104.58908,6308.24,5632.0,,,,,,,,,,,,2771.012,3903.63501,,,4213.67344,7.25642,,,,195.38,,0.0,,466.71,,,0.0,,,0.0,,169.64,,3.13,0.21,39.64,0.21,0.0,88.69,0.0,196.89,0.57,0.52
4944.0,5757.21,5813.07428,6078.18,5377.0,,,,,,,,,,,,2563.636,3669.0123,,,4065.304825,6.82232,,,,202.09,,0.0,,452.88,,,0.0,,,0.0,,176.59,,0.92,0.21,133.55,0.21,0.53,84.68,1.75,131.58,1.76,0.94
4847.0,5579.87,5635.45989,5907.96,5260.0,,,,,,,,,,,,2356.328,3657.20379,,,3997.621505,6.50804,,,,223.45,,0.0,,438.48,,,0.0,,,0.0,,147.6,,0.18,0.18,148.53,0.21,0.0,82.91,0.29,74.56,2.02,0.89
4807.0,5542.25,5526.61508,5854.2,5243.0,,,,,,,,,,,,2304.05,3695.27154,,,3966.687875,5.93882,,,,233.4,,0.0,,423.14,,,0.0,,,0.0,,144.9,,0.54,0.21,150.02,0.24,0.0,82.19,1.04,74.75,0.57,1.71
4872.0,5727.92,5501.20683,6084.16,5532.0,,,,,,,,,,,,2452.252,3741.5839,,,4199.149875,4.87494,,,,202.06,,0.0,,376.59,,,0.0,,,0.0,,146.07,,0.18,0.18,150.61,0.27,0.0,83.11,1.46,101.41,2.33,1.16
5083.0,6044.5,5440.92035,6701.53,6301.0,,,,,,,,,,,,2952.559,3533.92707,,,4666.37878,2.80934,,,,146.38,,0.0,,318.21,,,0.0,,,0.0,,138.1,,2.21,0.21,16.32,0.3,0.0,166.39,0.0,128.14,2.2,0.7
5265.0,6306.93,5279.92001,6779.48,6503.0,,,,,,,,,,,,3110.604,3436.87998,,,4885.151235,1.14453,,,,201.45,,0.0,,250.63,,,0.0,,,0.0,,138.84,,2.2,0.15,0.0,0.0,15.83,364.41,1.64,143.78,1.48,1.98
5670.0,6904.13,5596.68046,7191.4,6754.0,,,,,,,,,,,,3531.258,3651.66947,,,5266.983955,0.3389,,,,249.57,,0.06,,193.85,,,0.1,,,0.06,,178.06,,1.75,0.12,0.0,0.0,0.0,340.35,0.0,166.76,1.76,0.96
6180.0,7595.02,6016.20318,7654.19,7200.0,,,,,,,,,,,,3997.119,4034.13388,,,5624.716205,0.83823,,,,228.28,,41.5,,138.13,,,44.07,,,11.29,,179.97,,2.92,0.09,0.0,52.01,0.0,346.24,0.0,143.64,66.87,0.0
6626.0,8132.88,6334.89598,7966.66,7459.0,,,,,,,,,,,,4307.779,4310.2235,,,5835.43613,1.62253,,,,218.76,,112.54,,94.02,,,114.3,,,37.1,,192.49,,0.41,0.09,0.0,60.13,0.0,398.95,0.0,128.66,245.31,0.0
6943.0,8473.88,6603.11148,8336.55,7801.0,,,,,,,,,,,,4617.36,4501.36325,,,6066.61192,2.66964,,,,276.53,,173.45,,102.68,,,185.09,,,131.86,,266.0,,43.52,0.06,0.0,59.62,0.0,419.53,0.0,149.67,242.88,0.0
7142.0,8635.94,6791.73928,8613.45,8028.0,,,,,,,,,,,,4805.489,4680.5845,,,6206.747575,5.16711,,,,327.48,,223.28,,122.57,,,242.7,,,136.74,,340.07,,155.49,0.06,0.0,61.42,0.0,419.05,0.0,0.74,180.81,0.0
7101.0,8567.05,6890.01787,8439.22,7782.0,,,,,,,,,,,,4588.77,4760.96134,,,6009.770245,14.60989,,,,367.94,,239.57,,156.38,,,288.77,,,250.03,,463.33,,201.73,0.06,0.0,61.09,0.0,419.21,0.0,0.0,199.07,0.0
6930.0,8505.36,6784.21175,8552.12,7730.0,,,,,,,,,,,,4546.69,4639.80769,,,5865.125155,15.93951,,,,394.4,,215.32,,199.32,,,284.13,,,249.54,,507.89,,206.32,0.06,0.0,61.19,0.0,417.91,0.0,0.0,179.68,0.0
6891.0,8483.93,6629.18106,8729.05,7889.0,,,,,,,,,,,,4645.162,4431.66804,,,5835.30859,16.08568,,,,446.16,,277.65,,251.22,,,291.48,,,253.22,,539.29,,207.54,0.06,0.0,61.48,0.0,420.19,0.0,0.0,183.26,0.0
6790.0,8425.83,6504.55806,8742.02,7870.0,,,,,,,,,,,,4652.726,4306.59597,,,5767.57031,15.93815,,,,418.18,,194.69,,306.42,,,260.4,,,204.74,,547.02,,204.38,0.09,0.0,61.69,0.0,400.1,0.0,64.82,180.5,0.0
6695.0,8384.02,6395.66193,8655.05,7747.0,,,,,,,,,,,,4569.469,4197.02897,,,5688.32445,16.08239,,,,426.65,,170.1,,318.87,,,206.42,,,119.42,,511.77,,143.11,0.12,0.0,61.86,0.0,369.58,0.0,94.99,178.81,0.0
6624.0,8307.5,6504.57326,8338.6,7670.0,,,,,,,,,,,,4404.041,4246.51429,,,5702.805985,14.91193,,,,433.77,,109.61,,360.28,,,131.83,,,86.49,,441.18,,140.66,0.15,0.0,63.68,0.0,245.8,0.0,98.98,182.66,0.0
7538.0,8948.7,7481.76757,8915.13,8868.0,,,,,,,,,,,,5109.879,5053.91198,,,6479.123465,13.72936,,,,393.86,,25.97,,395.28,,,41.64,,,27.11,,285.21,,159.71,0.15,0.0,79.76,0.0,155.58,0.0,11.06,205.5,0.0
7810.0,9229.95,7962.3072,9281.33,9045.0,,,,,,,,,,,,5411.036,5476.56978,,,6561.442185,12.36279,,,,323.63,,0.0,,404.27,,,0.0,,,0.0,,221.16,,169.57,7.6,0.0,80.34,0.0,126.25,0.0,0.0,240.77,0.0
7495.0,8971.88,7846.85676,8913.48,8780.0,,,,,,,,,,,,5036.489,5370.35949,,,6299.39224,11.41711,,,,261.75,,0.0,,409.2,,,0.0,,,0.0,,184.57,,171.14,0.15,0.0,80.19,0.0,123.28,0.0,0.0,240.93,0.0
7048.0,8418.36,7321.37101,8437.8,7907.0,,,,,,,,,,,,4536.771,5050.18486,,,5751.47079,8.7789,,,,227.3,,0.0,,409.76,,,0.0,,,0.0,,185.36,,166.2,0.15,0.0,5.06,0.0,118.62,0.0,80.63,241.75,0.0
6526.0,7466.11,6717.33118,7739.85,7011.0,,,,,,,,,,,,3724.949,4615.36431,,,5106.966255,6.9618,,,,190.04,,0.0,,403.37,,,0.0,,,0.0,,164.28,,155.18,0.21,0.0,0.0,0.0,109.7,0.0,157.9,97.53,1.27
6012.0,6637.19,6062.35834,6940.5,6170.0,,,,,,,,,,,,2913.029,3974.65659,,,4478.66178,4.41219,,,,182.18,,0.0,,397.43,,,0.0,,,0.0,,166.1,,8.68,0.21,0.0,0.86,0.0,102.3,0.05,187.49,2.59,0.0
5616.0,6189.28,5746.28531,6443.24,5657.0,,,,,,,,,,,,2494.889,3958.24189,,,4098.75185,3.09152,,,,169.6,,0.0,,393.29,,,0.0,,,0.0,,146.01,,0.0,0.21,0.0,0.0,0.0,97.03,0.12,141.66,2.35,0.72
5300.0,5983.55,5539.47717,6194.38,5390.0,,,,,,,,,,,,2298.546,3837.15214,,,3923.543715,2.09231,,,,174.15,,0.0,,358.89,,,0.0,,,0.0,,125.8,,0.5,0.21,31.18,0.0,2.09,93.06,0.47,0.0,1.32,1.44
5141.0,5837.13,5428.35325,6028.49,5275.0,,,,,,,,,,,,2146.725,3723.40878,,,3791.93,1.80623,,,,169.9,,0.0,,324.52,,,0.0,,,0.0,,101.04,,0.0,0.21,80.31,0.0,0.16,90.39,0.0,0.0,0.62,0.64
5024.0,5754.51,5388.87851,5968.76,5263.0,,,,,,,,,,,,2083.002,3681.76985,,,3793.361255,1.51139,,,,169.49,,0.0,,291.81,,,0.0,,,0.0,,83.11,,0.41,0.24,39.27,0.0,0.0,88.58,0.04,0.0,0.47,4.43
4990.0,5906.41,5642.78184,6191.67,5497.0,,,,,,,,,,,,2268.067,3940.82465,,,3969.560585,2.38113,,,,170.98,,0.0,,252.26,,,0.0,,,0.0,,130.95,,1.08,0.27,86.61,0.0,0.0,87.58,0.0,57.4,2.22,1.14
4993.0,6232.03,6297.1691,6775.95,6227.0,,,,,,,,,,,,2698.902,4580.59771,,,4357.13579,2.25944,,,,171.86,,0.0,,223.24,,,0.0,,,0.0,,113.34,,1.64,0.21,16.87,0.73,0.0,87.37,0.0,61.49,2.48,0.0
4843.0,6451.54,6458.66186,6871.95,6492.0,,,,,,,,,,,,2858.754,4709.41519,,,4451.00901,2.91756,,,,164.84,,0.0,,210.56,,,0.0,,,0.0,,87.31,,0.0,0.18,0.0,0.0,0.0,84.74,0.61,0.0,0.15,0.06
5172.0,7009.27,6824.31047,7185.36,6728.0,,,,,,,,,,,,3240.834,4990.28633,,,4731.941505,4.68288,,,,189.71,,0.0,,186.81,,,0.14,,,0.1,,145.53,,1.61,0.15,0.0,0.0,0.0,89.18,0.0,100.58,2.33,1.12
5598.0,7623.61,7440.84702,7712.72,7146.0,,,,,,,,,,,,3767.429,5558.98863,,,5068.054595,1.57535,,,,210.53,,21.83,,153.71,,,36.33,,,26.15,,180.35,,3.23,0.09,0.0,62.36,0.0,95.92,0.0,4.7,1.61,0.0
5899.0,8023.15,7783.867,8044.47,7443.0,,,,,,,,,,,,4056.912,5781.31399,,,5284.812875,3.43904,,,,197.74,,94.74,,115.1,,,102.6,,,100.0,,157.62,,7.4,0.12,0.0,80.42,0.0,100.63,0.0,0.0,90.04,0.0
6135.0,8413.14,8123.67522,8418.17,7798.0,,,,,,,,,,,,4442.843,5870.26226,,,5492.01285,1.79627,,,,235.53,,166.74,,67.84,,,179.81,,,82.41,,164.86,,70.21,1.57,0.0,82.15,0.0,103.45,0.0,15.02,115.46,0.0
6361.0,8565.93,8344.27474,8581.59,8015.0,,,,,,,,,,,,4626.01,5918.74062,,,5596.065955,12.52704,,,,297.52,,233.17,,29.65,,,251.42,,,162.86,,243.08,,141.96,0.09,0.0,79.3,0.0,104.76,0.0,0.0,65.59,0.0
6393.0,8410.6,8156.27207,8319.65,7761.0,,,,,,,,,,,,4386.383,5833.66847,,,5441.697225,12.34854,,,,321.78,,281.53,,9.18,,,282.31,,,162.86,,252.97,,142.32,0.06,0.0,80.73,0.0,105.5,0.0,0.0,61.99,0.0
6331.0,8492.93,8140.68671,8277.7,7679.0,,,,,,,,,,,,4170.968,5807.95889,,,5353.51721,15.33539,,,,417.98,,283.57,,38.53,,,295.14,,,230.75,,269.24,,114.62,0.09,0.0,81.87,0.0,104.13,0.0,78.04,154.82,0.0
6242.0,8484.1,8323.16758,8460.5,7816.0,,,,,,,,,,,,4221.98,5929.96031,,,5242.763185,16.2547,,,,454.15,,251.81,,115.25,,,281.22,,,249.81,,327.51,,106.98,0.09,0.0,80.98,0.0,101.5,0.0,82.76,49.22,0.0
6175.0,8364.2,8353.69087,8370.87,7771.0,,,,,,,,,,,,4137.997,5868.4804,,,5274.163665,16.31188,,,,440.59,,200.8,,207.82,,,252.24,,,238.24,,497.85,,95.34,0.12,0.0,80.43,0.0,100.97,0.0,78.85,3.46,0.0
6119.0,8306.49,8237.63472,8369.95,7691.0,,,,,,,,,,,,4091.863,5719.7753,,,5275.89935,15.90293,,,,376.88,,189.95,,239.65,,,198.86,,,174.32,,463.29,,71.06,0.15,0.0,82.63,0.0,102.25,0.0,99.08,91.44,0.0
6193.0,8170.86,8143.76127,8257.83,7639.0,,,,,,,,,,,,4032.398,5648.42239,,,5347.844355,15.57372,,,,350.06,,89.65,,290.8,,,112.77,,,98.23,,399.25,,66.17,0.21,0.0,76.59,0.0,155.22,0.0,22.54,91.96,0.0
7296.0,8952.48,8848.58243,8831.72,8789.0,,,,,,,,,,,,4820.71,6354.14878,,,6142.58079,6.7075,,,,276.16,,27.31,,347.16,,,48.75,,,42.99,,382.44,,78.52,0.24,0.0,152.42,0.0,195.46,0.0,0.0,206.44,0.0
7789.0,9235.56,9197.52775,9078.08,8910.0,,,,,,,,,,,,5082.249,6786.32979,,,6409.038385,8.85731,,,,204.69,,0.0,,358.27,,,0.0,,,0.0,,344.43,,81.67,3.11,0.0,178.84,0.0,204.55,0.0,0.0,241.87,0.0
7637.0,8969.07,8858.15994,8692.47,8649.0,,,,,,,,,,,,4718.846,6521.21407,,,6144.36391,7.19237,,,,217.01,,0.0,,368.03,,,0.0,,,0.0,,289.43,,78.61,0.21,0.0,176.55,0.0,199.51,0.0,0.0,240.57,0.0
7231.0,8460.65,8219.62076,8196.49,7784.0,,,,,,,,,,,,4174.201,5980.96785,,,5678.43133,6.34043,,,,169.06,,0.0,,375.08,,,0.0,,,0.0,,245.89,,75.1,0.21,0.0,77.95,0.0,189.78,0.0,135.26,201.73,0.0
6655.0,7523.06,7356.88079,7417.71,6977.0,,,,,,,,,,,,3416.006,5271.47073,,,4999.102735,6.74181,,,,158.63,,0.0,,359.21,,,0.0,,,0.0,,169.69,,67.14,0.24,0.0,62.32,0.0,163.42,0.0,182.41,95.37,0.83
6042.0,6689.26,6528.72099,6761.52,6244.0,,,,,,,,,,,,2748.838,4463.13509,,,4344.45782,5.73155,,,,131.09,,0.0,,342.61,,,0.0,,,0.0,,159.22,,7.45,0.3,0.0,9.25,0.0,100.15,0.0,190.43,4.13,0.0
5599.0,6218.45,5976.05782,6305.1,5705.0,,,,,,,,,,,,2188.788,4145.38106,,,4016.853255,4.90189,,,,116.11,,0.0,,327.36,,,0.0,,,0.0,,185.93,,1.87,0.36,0.0,4.12,0.0,93.03,0.0,207.34,0.49,0.0
5407.0,5961.21,5776.66052,6039.67,5450.0,,,,,,,,,,,,1935.845,4084.93486,,,3888.88273,3.75389,,,,138.25,,0.0,,302.89,,,0.0,,,0.0,,191.54,,0.0,0.36,37.15,3.24,0.28,88.84,0.95,210.2,1.67,0.0
5290.0,5827.19,5633.78668,5830.88,5304.0,,,,,,,,,,,,1733.657,3955.73518,,,3802.516925,3.31753,,,,145.7,,0.0,,279.21,,,0.0,,,0.0,,147.78,,0.0,0.39,90.0,3.79,0.0,87.12,0.0,180.09,1.23,0.0
5249.0,5787.1,5602.10733,5795.14,5272.0,,,,,,,,,,,,1641.149,3930.9592,,,3803.38296,3.38009,,,,109.94,,0.0,,258.48,,,0.0,,,0.0,,109.67,,0.0,0.42,135.36,3.55,0.24,86.92,0.0,198.21,0.22,0.0
5509.0,5983.04,5888.66634,6035.79,5370.0,,,,,,,,,,,,1657.869,4185.81601,,,4108.59914,2.89843,,,,85.61,,0.0,,229.6,,,0.0,,,0.0,,76.23,,0.17,0.45,110.06,3.04,0.0,90.67,0.0,215.22,1.54,0.0
6140.0,6259.15,6560.58042,6612.68,5609.0,,,,,,,,,,,,1961.327,4852.7191,,,4861.48946,2.78317,,,,116.25,,0.0,,203.94,,,0.0,,,0.0,,61.51,,0.6,0.42,4.84,6.01,0.0,102.31,0.0,212.39,0.82,0.0
6329.0,6452.71,6683.6347,6763.12,5791.0,,,,,,,,,,,,1985.143,4950.21117,,,4983.59836,3.84789,,,,141.82,,0.0,,183.7,,,0.0,,,0.0,,53.89,,0.0,0.33,0.0,3.21,0.0,105.2,0.3,217.84,0.19,0.0
6794.0,6978.72,7007.81952,7102.24,6217.0,,,,,,,,,,,,2227.759,5185.58248,,,5141.86405,3.90153,,,,212.18,,0.02,,172.89,,,0.14,,,0.02,,87.48,,1.4,0.27,0.0,4.66,0.0,113.28,0.0,178.21,3.59,0.0
7422.0,7562.4,7568.05364,7587.9,6782.0,,,,,,,,,,,,2672.721,5595.84062,,,5605.366205,3.13458,,,,218.39,,35.04,,161.14,,,43.31,,,29.22,,146.39,,3.49,0.24,0.0,59.38,0.0,121.97,0.0,31.34,48.65,0.0
7845.0,7967.54,7896.0553,7879.14,7149.0,,,,,,,,,,,,2970.307,5768.19565,,,5841.582465,6.65176,,,,192.74,,131.66,,148.37,,,127.56,,,115.99,,269.38,,0.8,0.21,0.0,81.86,0.0,175.85,0.0,47.27,132.43,0.0
8217.0,8313.39,8256.45037,8207.25,7383.0,,,,,,,,,,,,3235.261,5954.77325,,,6066.37146,7.87582,,,,195.31,,217.31,,141.69,,,188.71,,,205.61,,296.62,,0.26,0.12,0.0,82.47,0.0,195.18,0.0,54.93,156.79,0.0
